Title,Corp,Condition,Location,Tag,Link
더블유아일랜드 마케팅/물류/MD/CX 채용,(주)더블유아일랜드,경력무관학력무관정규직,서울강남구,"CRM마케팅, 주얼리/액세서리, 마케팅, 마케팅기획, 마케팅전략 외 수정일 22/11/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44416480
C++ 개발자 모집 (주니어),(주)이파피루스,신입·경력학력무관정규직,경기전체,"C언어, 유지보수, C++, Git, S/W 외 등록일 22/10/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44187345
광고기획 AE 경력 채용,(주)미쓰윤,경력 3~12년초대졸↑정규직,서울서초구,"CF광고, IMC, AE(광고기획자), 광고마케팅, 광고기획 외 등록일 22/10/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44285077
(주)성훈철강 영업직 모집합니다,(주)성훈철강,경력무관초대졸↑정규직·계약직,경남진주시,"영업직, 철강 등록일 22/10/13",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44190753
(주)그림 머신비전 소프트웨어 프로그래머(C++/MFC) 채용,(주)그림,"경력무관학력무관정규직3,500 만원",경기광명시,"C언어, C#, MFC, 컴퓨터비전, OpenCV 외 수정일 22/11/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44284016
BX 브랜드 디자이너 경력직 채용,(주)컨택틱,경력5년↑학력무관정규직,서울서초구,"CRM마케팅, 기획, 마케팅, 브랜드마케팅, 디지털마케팅 외 수정일 22/10/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44207997
건대입구역 근처 정형외과 방사선사 1분 구인합니다.,서울에이스정형외과의원,경력무관초대졸↑정규직,서울광진구,"방사선사, 정형외과, 영상의학과, 병원·진료, 정형외과 외 등록일 22/11/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44459587
화장품  제품 및 웹디자이너 직원 모십니다.,에이치컴바인드(주),신입·경력학력무관정규직,서울강남구,"일러스트, 웹디자인, 상세페이지, 전자상거래 등록일 22/11/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44464422
"자동차 부품사 영업 경력자 초빙건 (과장-차장급/국내,해외별도)",(주)커리어멘토,경력7년↑대졸↑정규직,경기시흥시,"영업, 기술영업, 자동차부품 등록일 22/11/17",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44457804
[세무사 사무소] TaxLink 세무회계 - 신입 사원 모집,택스링크 세무회계,신입초대졸↑정규직,서울강서구,"세무사, 회계사, 세무회계, 세무기장, 전산회계 외 수정일 22/11/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44463442
